 VARIABLES = "X", "Y", "Z", "Thickness Noise", "Load Noise", "Total Noise"
 ZONE  I= 37, J= 10, K= 1, DATAPACKING=POINT, VARLOCATION=([4,5,6]=NODAL)
     0.00000000    25.45599940     0.00000000    81.64187620    79.60326390    83.48269650
     4.42039010    25.06929970     0.00000000    80.79331210    80.78149410    77.12226870
     8.70646000    23.92079930     0.00000000    80.23915100    83.53252410    80.23146060
    12.72799970    22.04549980     0.00000000    80.01347350    85.38864140    84.89085390
    16.36280060    19.50040050     0.00000000    80.14470670    86.26584630    87.34042360
    19.50040050    16.36280060     0.00000000    80.65219120    87.22853850    89.30753330
    22.04549980    12.72799970     0.00000000    81.54030610    87.60776520    90.51406100
    23.92079930     8.70646000     0.00000000    82.79144290    87.70975490    91.32711030
    25.06929970     4.42039010     0.00000000    84.36228180    88.80541230    92.70806880
    25.45599940    -0.00000110     0.00000000    86.18552400    91.08126830    94.90628050
    25.06929970    -4.42039010     0.00000000    88.17764280    93.77157590    97.38354490
    23.92079930    -8.70646000     0.00000000    90.25296780    95.69243620    99.15306090
    22.04549980   -12.72799970     0.00000000    92.33168030    97.10718540   100.54405210
    19.50040050   -16.36280060     0.00000000    94.34429170    98.26453400   101.68262480
    16.36280060   -19.50040050     0.00000000    96.23358150    99.29100800   102.77995300
    12.72799970   -22.04549980     0.00000000    97.94741820   100.47158810   104.01984410
     8.70646000   -23.92079930     0.00000000    99.44122310   101.46047970   105.02789310
     4.42038010   -25.06929970     0.00000000   100.67292020   102.28222660   105.73458100
    -0.00000220   -25.45599940     0.00000000   101.60768130   102.74586490   105.94088750
    -4.42039010   -25.06929970     0.00000000   102.21800990   102.75621800   105.46180730
    -8.70646000   -23.92079930     0.00000000   102.48715210   102.12911990   104.31777950
   -12.72799970   -22.04549980     0.00000000   102.41123960   101.10546880   103.20679470
   -16.36280060   -19.50040050     0.00000000   102.00045010    99.83961490   102.46836850
   -19.50040050   -16.36280060     0.00000000   101.27768710    98.81558990   101.98312380
   -22.04549980   -12.72799970     0.00000000   100.27613070    98.21399690   101.56738280
   -23.92079930    -8.70646000     0.00000000    99.03454590    97.94441220   100.66958620
   -25.06929970    -4.42039010     0.00000000    97.59590910    97.62402340    98.92238620
   -25.45599940     0.00000030     0.00000000    96.00431060    97.20580290    96.13357540
   -25.06929970     4.42039010     0.00000000    94.30233000    96.33950810    91.51776120
   -23.92079930     8.70646000     0.00000000    92.53130340    95.18988800    86.07439420
   -22.04549980    12.72799970     0.00000000    90.73252110    93.46617890    87.36331940
   -19.50040050    16.36280060     0.00000000    88.94605260    91.78854370    90.26850130
   -16.36280060    19.50040050     0.00000000    87.21271510    89.93866730    91.30867000
   -12.72799970    22.04549980     0.00000000    85.57424930    87.67934420    90.88867190
    -8.70646000    23.92079930     0.00000000    84.07223510    85.41017910    89.94373320
    -4.42038010    25.06929970     0.00000000    82.74781800    82.42924500    87.72894290
     0.00000000    25.45599940     0.00000000    81.64187620    79.60326390    83.48269650
     0.00000000    25.06929970    -4.42039010    80.92892460    91.13168330    92.01100920
